Unnamed: 0,DSL D-95,FIC21185(F1 Flow),FIC21192(F2 Flow),TIC23115(Feed1 T),TI23029(Feed2 T),FIC23108(SS Flow),PI23105(F Zone P),TI23120(F Zone T),TI23121(SS T),PI23038(BTM P),TI23123(Reflux T),TI23502(D/O Vapor T),FI23107(OF Flow),TI23122(BTM T),TI23116(Top T),TI23117(DSL S Vapor T),TI23119(OV T),PIC23106(Top P),FIC23104(Reflux F),FIC23010(D/O Flow),FI23116(T-AR Flow 1),FI23117(T-AR Flow 2),FIC25103(OVHD Flow 1),FIC23110(OVHD Flow 2),TI23118(D/O Liquid T),FIC23133(R/D Flow),FIC23105(P/A RT Flow),TI23028(P/A RT T),TI21022A(Catalyst T 1),TI21022B(Catalyst T 2),year,month,date,hour
2016-10-05 7:00,392.4,486.0206,110.5979,385.1903,309.8309,9.1788,0.8828,376.1547,294.9569,0.9216,46.2424,309.5719,20.1337,370.609,110.804,242.1261,349.9479,0.6823,83.8257,194.1994,57.9265,325.7525,4.2413,23.5963,243.2792,158.5455,475.9401,191.9883,395.9342,393.8697,2016,10,5,7
2016-10-06 7:00,401.4,485.3309,110.9078,384.9554,309.9156,11.9001,0.8908,378.1654,301.9858,0.9304,45.988,333.9598,29.0088,368.7447,110.821,239.1018,358.3709,0.6802,88.5975,198.2529,32.8594,327.0851,4.3468,23.2736,249.6793,184.4693,497.6163,194.7962,396.0335,393.7537,2016,10,6,7
2016-10-07 7:00,408.2,487.5033,109.654,384.951,310.126,12.0012,0.8984,378.3212,303.2996,0.9388,46.1944,333.4221,24.9972,368.401,110.5382,237.4056,355.6134,0.69,90.0106,198.4253,37.5177,327.1091,4.2816,23.3661,249.5932,182.6448,494.2485,194.2712,395.9806,393.7049,2016,10,7,7
2016-10-08 7:00,396.6,476.3111,115.7381,383.1966,304.9979,11.3708,0.9258,375.4516,300.4828,0.9658,47.2476,328.3728,25.6888,367.1758,110.6778,239.4646,357.1406,0.7144,92.7289,198.8347,44.5669,315.9813,4.878,25.3807,245.747,179.684,500.4153,194.0155,396.908,394.5931,2016,10,8,7
2016-10-09 7:00,399.0,471.1586,116.9494,382.9646,305.7171,11.3013,0.8961,375.9634,299.6798,0.935,43.8697,331.5087,28.1914,367.407,110.7022,236.7497,354.9188,0.69,85.0338,198.4456,42.2393,312.1758,4.7406,24.8692,245.8329,179.1767,501.1286,193.3468,397.031,394.7925,2016,10,9,7
2016-10-10 7:00,401.6,474.81,114.2689,384.5666,307.0108,11.809,0.8993,376.9708,301.1289,0.9398,45.4198,326.7069,25.5574,368.3759,110.7264,240.5121,357.2012,0.6898,85.843,197.6125,58.4291,297.8536,4.6993,24.662,246.1415,176.4416,470.151,189.3589,396.9946,394.7513,2016,10,10,7
2016-10-11 7:00,405.0,480.6039,113.5604,384.4463,307.2165,11.7022,0.9008,376.2639,301.7639,0.9411,45.678,326.008,26.2978,368.3858,110.7286,241.9391,358.7209,0.6895,92.031,197.4563,62.5005,298.3666,4.5914,24.3059,246.2581,176.3354,475.0082,190.3228,396.8624,394.5945,2016,10,11,7
2016-10-12 7:00,402.0,477.0517,114.0706,384.7501,307.8632,11.6994,0.9018,376.9314,301.1945,0.9423,45.6748,326.2398,25.4814,368.7098,110.7471,242.2881,357.2671,0.6904,92.7088,197.543,61.7712,297.1867,4.591,23.1565,246.7615,177.2499,486.5773,192.6589,396.8026,394.4994,2016,10,12,7
2016-10-13 7:00,403.2,477.4904,116.1013,384.459,306.2954,11.524,0.9037,376.8171,301.7296,0.9434,45.905,330.4652,28.0637,368.4049,110.6507,243.6428,358.8383,0.6898,97.6242,199.1821,59.415,297.454,4.8199,24.8589,246.8124,180.6084,482.901,192.9696,397.3833,394.9559,2016,10,13,7
2016-10-14 7:00,399.6,477.4421,115.4844,383.9698,306.6783,11.4987,0.9101,376.3341,301.3034,0.9496,45.7333,329.7494,28.2837,368.1792,110.749,243.978,357.8445,0.7006,93.849,198.9863,61.3073,298.9964,4.7556,24.204,246.4433,179.457,489.0366,193.4119,397.4648,395.0709,2016,10,14,7
2016-10-15 7:00,399.6,475.3279,115.5392,383.9685,306.2077,11.5989,0.8997,375.6946,301.698,0.94,45.7556,328.879,27.6129,367.7999,110.7039,243.7312,358.5944,0.69,92.4203,198.7492,55.0307,302.3859,4.7593,24.3292,246.3945,178.7806,484.4132,192.6491,397.4132,394.9773,2016,10,15,7
2016-10-16 7:00,401.0,474.9383,115.8378,383.9664,306.155,11.5994,0.8997,375.992,302.1056,0.9395,45.8972,330.2193,27.4438,367.8514,110.691,243.224,358.1701,0.6905,93.7408,199.1487,47.5563,308.8381,4.7956,24.8419,246.3307,180.7286,497.7912,193.2627,397.4848,395.0088,2016,10,16,7
2016-10-17 7:00,397.2,475.384,115.9086,384.4824,306.3211,11.6002,0.9003,376.1657,301.6154,0.9399,45.6029,327.5629,28.8712,368.4841,110.5572,242.9435,358.8792,0.6901,92.3016,198.7921,45.2986,313.7518,4.8034,24.8425,245.2114,177.8133,505.157,192.921,397.3792,395.0992,2016,10,17,7
2016-10-18 7:00,399.6,479.3997,117.5169,383.9745,305.6134,11.5989,0.8993,375.8954,301.3854,0.9395,45.5872,327.7662,28.024,367.9891,110.6737,242.5388,357.1173,0.6905,92.074,198.8334,47.7385,312.7056,4.8616,25.9504,245.5707,179.6429,513.5445,193.0463,397.798,395.3284,2016,10,18,7
2016-10-19 7:00,402.8,479.3841,117.7706,383.6622,305.4464,11.2993,0.8968,376.2441,301.1568,0.9368,44.9122,330.4202,28.4076,368.189,110.6846,243.0556,356.2591,0.691,92.137,199.5078,47.9198,313.477,4.8855,25.6178,245.6462,181.799,515.1261,193.5074,397.693,395.3869,2016,10,19,7
2016-10-20 7:00,402.8,481.4398,116.7417,383.7511,305.6345,11.1004,0.9182,375.4712,300.7436,0.9586,45.7407,324.758,26.9873,368.3523,110.6853,242.6519,356.7367,0.7093,90.4436,199.1948,54.2271,313.9301,4.804,25.0474,243.531,177.3635,521.6874,193.7522,397.546,395.2861,2016,10,20,7
2016-10-21 7:00,384.6,478.9225,117.4057,382.7561,304.273,10.8015,0.9094,372.3424,299.5268,0.95,44.8697,313.0466,24.8463,367.215,110.6085,241.1145,353.1639,0.7001,91.5205,196.8284,60.7033,313.5758,4.7178,25.9775,240.3384,166.6505,519.8557,192.5716,397.7214,395.4173,2016,10,21,7
2016-10-22 7:00,394.2,477.6633,118.6849,382.9705,304.1405,10.801,0.9031,374.6083,299.5235,0.943,45.7319,322.7933,25.8143,367.8816,110.5592,241.8627,356.1592,0.6956,97.1055,198.4578,52.1139,313.4551,4.8938,26.682,243.1912,175.5256,519.8912,193.2009,397.8631,395.5575,2016,10,22,7
2016-10-23 7:00,394.2,480.8732,117.2548,382.659,305.0799,10.8016,0.9035,374.715,299.3828,0.9433,44.4799,322.4273,21.0339,367.5997,110.6217,241.3885,351.1162,0.6999,93.039,198.507,55.1742,313.6897,4.7451,26.2094,242.747,173.1827,524.7831,193.1877,397.9167,395.7348,2016,10,23,7
2016-10-24 7:00,392.4,479.7439,116.9867,382.4502,304.4131,10.6995,0.9068,373.3636,298.4848,0.947,45.4267,318.3981,23.4252,367.4749,110.5514,241.8101,355.7555,0.6972,93.4899,198.092,53.7298,318.2797,4.8641,25.2335,241.0843,169.953,519.0217,192.839,397.9345,395.5371,2016,10,24,7
2016-10-25 7:00,382.8,478.076,117.2089,380.9658,302.5354,9.7987,0.9185,368.8328,296.7762,0.958,45.6458,305.7082,30.6684,366.1861,110.7193,239.4202,356.1147,0.7102,89.6875,195.2258,153.8225,223.8901,4.8731,25.5692,235.9345,158.5967,545.3236,192.6494,398.4544,395.6569,2016,10,25,7
2016-10-26 7:00,382.2,478.1204,116.1967,380.9607,303.2669,9.801,0.9168,369.1442,295.9329,0.9561,44.4764,305.207,29.2884,366.5673,110.6881,239.1508,354.6446,0.7101,90.1379,194.9876,69.1195,313.4821,4.6671,25.7124,236.1151,157.9363,546.9347,192.9595,398.3912,395.6898,2016,10,26,7
2016-10-27 7:00,383.4,477.8234,115.7954,380.965,303.4188,9.8027,0.9061,369.3568,295.9021,0.9465,45.5477,303.4079,30.3387,366.7194,110.7262,239.0414,354.9782,0.6996,90.0922,194.548,75.5143,314.38,4.7584,25.6497,235.6464,155.8596,540.0098,192.3048,398.3627,395.5892,2016,10,27,7
2016-10-28 7:00,382.2,480.6523,116.1466,380.959,303.53,9.8037,0.9067,369.5715,297.1364,0.947,45.1804,304.0378,28.5282,366.8399,110.7526,239.1947,354.3522,0.7,93.5026,194.298,76.6434,313.6377,4.7506,25.5647,235.9755,156.1263,538.1395,192.4056,398.3445,395.5666,2016,10,28,7
2016-10-29 7:00,379.2,479.5545,117.7941,380.9686,302.8375,9.6998,0.9088,369.197,296.2495,0.9488,44.7659,303.5522,27.8006,366.8141,110.7997,238.9962,353.6704,0.7005,91.3561,194.5908,77.9228,314.0183,4.863,26.5228,235.3081,155.8733,536.1567,192.0146,398.8859,395.8692,2016,10,29,7
2016-10-30 7:00,380.4,481.768,117.1087,380.9638,303.4261,9.75,0.9054,370.2034,296.5921,0.945,44.199,307.0663,27.0668,366.9659,110.7964,239.3472,354.4713,0.7,85.911,195.3887,75.3986,314.3426,4.7683,26.1939,236.2573,158.2664,537.3496,192.2128,398.9807,395.8616,2016,10,30,7
2016-10-31 7:00,380.4,480.1758,117.8683,380.9657,302.6161,9.8973,0.9194,370.2271,297.0829,0.9588,45.3094,306.6084,26.4503,366.7437,110.696,239.2943,355.3492,0.7096,89.3184,195.9591,74.7925,312.8124,4.8281,24.7107,235.7172,159.727,539.0345,192.3417,398.9781,395.7048,2016,10,31,7
2016-11-01 7:00,383.4,480.1227,117.845,380.9576,303.0898,9.8979,0.9059,370.9672,295.8211,0.9427,42.6621,309.1466,20.987,367.2221,110.744,238.8207,354.9398,0.6994,83.9021,196.693,69.2918,316.4443,4.7539,25.7118,237.1571,160.9771,539.6351,192.5046,399.6313,396.1284,2016,11,1,7
2016-11-02 7:00,389.0,480.1362,117.0514,380.945,303.7593,9.9007,0.9049,372.0164,295.6243,0.9421,42.9465,313.4895,17.2205,367.1845,111.0591,239.4309,354.5855,0.7003,80.524,196.3099,60.6958,323.3799,4.6683,25.6929,237.9589,162.2275,537.1909,193.0562,399.6042,396.1151,2016,11,2,7
2016-11-03 7:00,388.6,418.9311,16.8687,330.7846,314.26,8.9652,0.9138,324.3856,282.5834,0.9562,34.9764,251.8157,28.419,331.9568,110.8911,160.643,283.7911,0.8087,0.0,0.0,143.7972,0.0147,1.2104,0.7424,211.3405,25.4983,231.5091,190.5168,349.2745,350.2735,2016,11,3,7
2016-11-04 7:00,388.2,418.0906,0.0,160.9319,124.126,1.4794,0.9916,158.4258,45.8078,1.015,18.2375,139.342,49.7769,165.9411,98.2209,77.5277,108.0614,0.9996,72.1119,0.0,2.6811,0.0,0.8632,0.0,80.6848,19.386,0.0,30.8505,159.3711,159.1035,2016,11,4,7
2016-11-05 7:00,387.8,9.0876,0.0,62.4208,87.546,0.0,0.9863,79.6592,23.482,1.0011,17.9321,70.2715,56.7429,83.8487,46.8291,32.2138,54.7396,0.9909,60.9184,0.0,0.1785,0.0,0.5938,0.0,37.3303,23.2382,0.0002,23.5873,97.0876,98.5986,2016,11,5,7
2016-11-06 7:00,387.39,77.1924,0.8222,25.5892,34.7475,0.0,0.9828,42.5461,20.3565,0.9985,23.9151,41.6477,58.0815,33.652,16.76,40.5175,29.1142,0.9862,111.2437,0.0,10.3834,0.0,0.8192,0.0,25.5181,19.5214,100.071,20.3434,49.1648,49.1611,2016,11,6,7
2016-11-07 7:00,386.99,2.8439,0.0,19.2034,128.9241,0.0,0.94,134.444,103.0018,0.9509,123.3406,124.029,58.2241,157.2678,123.2336,135.6886,124.4413,0.9308,123.8308,8.8123,42.6007,0.0,5.8674,0.0,122.6842,0.0,11.9536,122.9484,45.901,44.4484,2016,11,7,7
2016-11-08 7:00,386.59,1.3979,0.0,18.222,123.6242,0.0,0.7702,146.6161,98.5574,0.7813,120.5579,131.3926,75.1494,161.153,121.904,122.9363,123.911,0.7103,121.392,6.6921,35.6089,0.0,4.65,0.0,119.769,0.0,41.5036,120.0093,44.6439,43.5055,2016,11,8,7
2016-11-09 7:00,386.19,0.0,33.7886,13.9942,115.6899,0.0,-0.0068,147.5905,19.7946,0.005,95.3047,122.5413,64.0168,114.1094,96.8206,87.1429,99.2824,-0.0006,142.7844,0.0,0.063,0.0,0.5692,0.0,90.785,2.2344,52.4539,93.0908,45.2665,44.6164,2016,11,9,7
2016-11-10 7:00,385.79,53.5828,7.4747,13.2736,20.1968,0.0,-0.0069,23.7902,15.1945,0.0076,13.1663,26.3434,57.8715,21.1412,24.5451,21.4185,24.9531,-0.0004,143.3049,6.0364,19.1839,0.0,0.5763,0.0,16.9235,0.0,20.9977,17.8513,46.0497,45.0263,2016,11,10,7
2016-11-11 7:00,385.39,23.1014,16.8274,12.3141,16.0615,0.0,-0.0072,19.1763,13.5266,0.0072,13.6373,23.1437,58.0453,17.7751,20.4178,21.7269,25.2924,-0.0004,140.645,0.0,44.013,0.0,0.0,0.0,14.4864,0.0866,0.0,13.5248,47.3459,45.1166,2016,11,11,7
2016-11-12 7:00,384.98,56.6925,14.8068,11.452,12.1218,0.0,-0.0073,18.2899,13.8788,0.0072,11.0368,22.2815,58.2662,16.7876,21.1527,17.6109,27.2289,-0.0004,141.3931,4.1978,66.3158,0.0,0.0,0.0,14.7294,0.0,19.2217,13.1364,47.5986,42.8208,2016,11,12,7
2016-11-13 7:00,384.58,54.7599,13.2373,13.7123,14.5093,0.0,-0.007,19.0983,16.2755,0.0077,14.2026,22.9807,58.3508,19.0516,22.5668,17.4652,25.0477,-0.0004,142.7944,0.0,74.2254,27.7479,0.3467,0.0,16.8152,4.4582,81.5043,15.5028,45.6638,40.2886,2016,11,13,7
2016-11-14 7:00,384.18,57.1569,9.0471,18.6142,19.2038,0.0,-0.0065,19.8512,19.262,0.0082,18.9249,23.6651,59.2313,22.1124,24.0565,20.2549,25.6183,-0.0005,137.0706,0.0,72.7238,39.0372,0.5119,0.0,19.2749,8.2592,77.8207,19.1075,43.329,38.7631,2016,11,14,7
2016-11-15 7:00,383.78,56.4648,7.8514,17.4088,18.1932,0.0,-0.0064,20.7875,19.8129,0.0082,17.7422,24.2589,58.6876,22.3722,24.4692,20.3319,19.9773,-0.0004,148.9236,0.0,71.2507,10.6011,0.5596,0.0,20.1994,7.6773,69.0163,18.9943,43.5196,36.405,2016,11,15,7
2016-11-16 7:00,383.38,149.2059,0.0,11.6008,12.2737,0.0,-0.007,18.6168,15.0,0.0073,11.6274,21.9318,57.8337,15.9128,21.5988,21.0523,14.9651,-0.0004,177.6256,0.0,72.0096,89.4786,0.0,0.0,15.6684,0.0,17.7124,13.4365,38.9611,32.5174,2016,11,16,7
2016-11-19 7:00,382.17,168.645,18.5405,12.8437,16.2091,0.0,-0.0067,17.8218,16.1799,0.0076,15.754,20.8526,49.5122,17.7911,19.6533,18.6579,16.255,-0.0005,176.7906,0.0,75.2474,0.0,0.0,0.0,16.5188,0.0,0.0,16.0544,29.0094,24.8238,2016,11,19,7
2016-11-20 7:00,381.77,170.4112,16.3593,15.2009,18.7194,0.0,-0.0066,19.325,18.5262,0.008,18.1288,22.6155,49.7726,18.2815,22.0179,21.0873,18.0998,-0.0003,176.325,0.0,74.6282,0.0,0.3423,0.0,18.8979,0.1186,0.0,18.3505,27.8505,24.7342,2016,11,20,7
2016-11-21 7:00,381.37,171.2757,14.254,12.5112,15.6395,0.0,-0.0067,18.4569,16.7682,0.0075,15.077,21.8558,49.2651,16.769,20.9481,21.2019,16.3033,-0.0004,176.5947,0.0,75.868,0.0,0.0,0.0,17.3758,0.0,0.0,16.037,27.0915,22.5464,2016,11,21,7
2016-11-22 7:00,380.97,173.4598,0.0,11.3997,14.4441,0.0,-0.0068,17.573,15.9322,0.0073,13.7074,20.9349,48.9061,15.9965,19.6338,20.3972,15.4705,-0.0003,176.4818,0.0,74.3922,0.0,0.0,0.0,16.4956,0.0,0.0,15.2336,24.1443,20.3912,2016,11,22,7
2016-11-23 7:00,380.57,168.5644,0.0,6.281,8.0333,1.4001,-0.0072,13.3138,10.058,0.0068,8.1773,16.3162,50.232,57.022,12.6148,17.1398,9.7197,-0.0006,168.7898,0.0,74.2691,0.0,0.0,0.0,11.8768,0.0,88.1208,8.684,18.0935,15.3622,2016,11,23,7
2016-11-24 7:00,380.17,174.1797,0.0,7.0176,7.3448,1.4363,-0.0074,10.673,6.8774,0.0062,3.7106,13.0772,49.7206,10.8389,8.2506,13.3072,6.2842,-0.0006,179.0087,0.0,1.1167,0.0,0.0,0.0,7.8721,0.0,87.8256,5.2499,14.5613,13.628,2016,11,24,7
2016-11-25 7:00,379.76,179.7549,0.0,4.8608,6.5525,1.4882,-0.0075,8.3682,5.8604,0.0062,4.477,10.5282,49.5121,7.0862,7.0889,11.0118,5.813,-0.0006,179.2578,0.0,40.8579,0.0,0.0,0.0,6.1275,0.0,81.3379,5.35,16.0126,18.1931,2016,11,25,7
2016-11-26 7:00,379.36,185.2187,0.0,6.2461,6.9191,1.4861,-0.0075,9.1401,7.3386,0.0063,5.0074,10.3342,50.1319,8.6928,4.9805,7.7694,6.973,-0.0007,179.0912,0.0,44.3449,0.0,0.0,0.0,7.5631,0.0,78.7935,6.4916,17.9766,17.5309,2016,11,26,7
2016-11-27 7:00,378.96,191.106,0.0,6.9953,8.8325,1.4266,-0.0072,9.5368,8.8498,0.0068,8.1971,10.5179,50.6246,61.8911,8.0967,10.553,8.6446,-0.0006,178.7259,0.0,51.5156,0.0,0.0,0.0,8.5397,0.0,29.2732,8.6084,16.7885,19.149,2016,11,27,7
2016-11-28 7:00,378.56,190.1646,16.7289,8.0805,11.9541,1.3885,-0.0042,12.8825,9.3263,0.0096,9.1946,10.94,50.1868,15.9225,9.5761,10.5581,58.4498,-0.0005,178.9208,0.0,52.5728,0.0,0.0,0.0,9.4389,0.0,51.0532,8.6119,19.0913,20.371,2016,11,28,7
2016-11-29 7:00,378.16,192.6216,0.0,7.4456,8.7316,1.4221,-0.0072,12.9271,7.8684,0.0065,5.1784,10.8389,49.5694,53.5858,7.8506,9.2478,57.937,-0.0006,179.1932,0.0,59.8546,0.0,0.0,0.0,8.3308,0.0,76.8236,6.7053,18.1444,19.8222,2016,11,29,7
2016-11-30 7:00,377.76,89.9576,0.0,11.3443,13.1363,6.166,0.8601,15.8261,218.2638,0.8753,12.6288,13.1848,51.5614,59.3787,12.7577,13.3774,58.0122,0.8226,178.6902,0.0,30.8833,0.0,0.0,0.0,12.4625,0.0,105.099,12.4313,162.3818,162.0794,2016,11,30,7
2016-12-01 7:00,377.36,331.7442,0.0,152.2438,89.5083,5.3497,1.0876,107.9565,136.6181,1.1028,13.3624,50.948,70.0435,152.2311,30.3072,33.7137,94.0495,1.0441,164.0825,0.0,32.5583,0.0,0.0,0.0,32.3671,0.0039,96.0977,13.893,154.6535,154.1814,2016,12,1,7
2016-12-02 7:00,376.95,542.3596,0.0,173.4638,70.2511,1.7463,1.0935,150.4587,227.4608,1.1231,8.8767,76.5682,62.6812,174.0783,67.6571,48.8424,112.9023,0.9312,164.4184,0.0,557.5014,0.0,0.0,0.0,74.5581,0.0,44.3609,7.8818,171.7207,171.6029,2016,12,2,7
2016-12-03 7:00,376.55,530.2962,0.0,259.0704,165.5611,4.2002,1.503,250.3045,281.9735,1.5287,14.7135,219.3732,62.6758,258.3767,139.476,179.6773,209.304,1.3054,16.8698,0.0,338.0985,0.0,0.0,0.0,203.1097,0.13,74.0844,12.3423,268.9619,268.0087,2016,12,3,7
2016-12-04 7:00,376.15,539.9013,0.0,324.0345,300.4955,12.9944,0.9137,319.9097,316.2041,0.9622,39.1823,287.5818,43.8473,321.2126,112.5811,226.1638,257.8092,0.6004,23.3931,2.5738,224.2074,0.0,0.0,0.1713,233.1739,37.3686,135.1193,170.9267,333.5441,333.2636,2016,12,4,7
2016-12-05 7:00,404.0,522.1102,43.7845,358.421,315.1747,12.991,1.0608,354.0279,319.2477,1.1036,42.5975,313.2901,31.3144,351.524,112.7851,244.1827,301.9391,0.7475,105.7975,94.5205,463.1659,0.0,0.3461,9.9666,237.8972,80.4505,167.493,187.7441,365.4453,365.2643,2016,12,5,7
2016-12-06 7:00,405.8,534.0883,41.2424,359.9892,322.1797,13.0007,0.9506,354.1113,317.2268,0.9925,42.197,307.137,28.2134,353.1746,110.9842,240.4913,321.7936,0.7533,84.9425,89.0988,479.0357,0.0,0.205,10.4712,232.3207,76.8131,205.6645,183.85,365.3322,365.3706,2016,12,6,7
2016-12-07 7:00,391.8,534.7663,37.3091,357.9514,321.6656,12.6971,0.9482,350.9502,315.7222,0.9906,41.8405,298.4413,23.2653,351.7616,110.9584,237.4017,310.5014,0.7533,85.797,83.4927,481.5018,0.0,0.8779,9.4368,226.4845,69.0561,205.0719,183.9345,365.0945,365.121,2016,12,7,7
2016-12-08 7:00,400.2,531.3849,35.6401,357.9888,322.4475,12.6999,0.9369,352.2901,305.485,0.9789,40.7953,308.286,27.8882,351.1539,110.8286,240.7325,312.8079,0.7536,76.9227,83.1392,470.5179,0.0,1.1084,9.5358,232.6385,72.0108,203.5145,183.7203,364.9885,364.6543,2016,12,8,7
2016-12-09 7:00,399.0,534.3054,35.1973,357.9514,321.7465,12.6994,0.9418,351.257,307.8182,0.9853,44.2549,304.5064,29.2031,350.9297,110.8159,240.4424,317.4055,0.7535,81.4186,82.685,475.2759,0.0,1.0505,8.4007,230.9769,71.499,197.9088,183.9268,364.9391,364.4827,2016,12,9,7
2016-12-10 7:00,397.8,536.2932,34.8277,357.4035,323.4009,12.698,0.9419,351.0617,311.1883,0.9845,40.0968,300.775,22.1821,351.1634,111.0985,239.3006,312.2441,0.7532,80.0128,82.1926,478.4756,0.0,0.0,7.7937,229.8494,69.0997,196.9908,184.0077,365.0774,364.7587,2016,12,10,7
2016-12-11 7:00,405.8,537.493,34.5578,357.3884,323.5264,12.7012,0.935,352.4941,325.1986,0.9774,39.4801,309.0528,22.0759,351.4956,111.0548,241.5129,295.654,0.7535,76.3722,83.9249,372.4224,73.4791,0.0,8.5776,233.644,71.4,193.965,183.8683,365.037,364.6513,2016,12,11,7
2016-12-12 7:00,404.6,536.0452,34.4341,357.3999,323.0087,12.7,0.9366,351.7554,311.2664,0.9791,41.8891,306.5414,27.8417,350.7957,110.8974,241.7688,309.4181,0.7534,77.1872,83.5859,208.254,261.3691,0.0,8.5187,233.3936,71.6485,194.0065,183.8825,364.9248,364.4806,2016,12,12,7
2016-12-13 7:00,407.0,534.3842,34.6683,357.9966,323.5254,12.6979,0.8872,353.0307,308.6832,0.9305,43.3169,309.9667,27.0255,351.2844,110.8324,242.8991,311.1133,0.7036,76.1298,81.9229,220.7432,244.9722,0.9883,7.8656,235.3536,72.973,192.9156,183.9557,364.7359,364.4235,2016,12,13,7
2016-12-14 7:00,400.2,535.0714,34.68,358.5262,324.4777,12.6999,0.8981,353.3225,308.3174,0.9407,42.6124,310.2179,20.7034,351.9029,110.9592,242.2516,309.9086,0.7036,83.4601,81.9444,235.6096,230.971,0.9677,8.4183,234.6922,72.0323,191.073,190.3111,364.7145,364.4573,2016,12,14,7
2016-12-15 7:00,401.4,535.79,34.5435,359.0067,324.9062,12.6979,0.9065,353.3454,310.5816,0.948,41.6904,305.9097,23.9904,352.4485,112.1086,242.4659,316.9142,0.7035,88.5619,81.6657,229.8327,238.7217,0.0,8.0835,234.4786,70.1193,189.8776,195.4031,364.7982,364.4561,2016,12,15,7
2016-12-16 7:00,400.8,534.3589,34.2487,360.0364,325.4711,12.6975,0.8914,355.3146,309.5677,0.9325,38.7312,312.3879,19.6569,353.498,112.6827,247.613,316.2392,0.7035,76.7938,81.0418,227.2274,236.8272,0.0,8.4538,241.771,71.3087,186.9708,194.8576,364.6725,364.478,2016,12,16,7
2016-12-17 7:00,399.0,536.0143,34.1687,360.4793,325.1642,12.6956,0.8983,354.3891,311.5858,0.9403,41.3984,307.4265,25.8362,353.5388,112.9393,246.2073,328.0583,0.7034,81.7875,80.9877,228.8276,238.0315,0.0,7.9435,238.7031,71.2941,190.0476,195.0503,364.6797,364.3951,2016,12,17,7
2016-12-18 7:00,400.8,536.0726,34.1743,361.0054,325.0502,12.6967,0.9046,355.3639,310.8974,0.9466,42.9697,311.0697,28.1304,353.9126,112.0016,244.2658,327.4876,0.7035,87.8753,83.1964,250.163,214.5786,0.0,7.7105,236.7718,72.9922,189.9264,195.4293,364.6522,364.4355,2016,12,18,7
2016-12-19 7:00,403.8,534.6187,34.1726,361.003,325.2278,12.6965,0.8991,355.9237,311.1255,0.9412,44.2628,314.1637,28.3183,353.8573,111.6616,245.979,325.4096,0.7037,84.378,83.2224,254.1239,207.6977,1.0098,8.1433,239.4977,74.1521,189.8573,195.1514,364.5601,364.2737,2016,12,19,7
2016-12-20 7:00,404.4,532.7407,35.0279,361.0064,327.3301,12.9018,0.8968,356.0024,310.928,0.9398,44.0453,313.8888,25.7925,353.8983,111.8694,248.3966,322.1819,0.7034,81.83,83.9296,259.2035,199.0484,0.9891,8.073,242.9071,75.6097,189.9851,196.3426,364.7642,364.5725,2016,12,20,7
2016-12-21 7:00,403.8,534.2852,34.7659,360.9863,326.83,12.8972,0.8864,355.8061,310.4356,0.9289,44.4053,313.9369,27.2622,353.8374,112.6699,247.3355,325.5042,0.6834,88.89,84.6355,259.7963,200.4037,1.0519,7.8358,241.3727,75.7045,190.0737,200.2913,364.6619,364.5196,2016,12,21,7
2016-12-22 7:00,402.0,532.8037,35.2418,361.7823,326.3812,12.8972,0.8881,354.8446,312.7221,0.932,47.0984,313.9516,24.4075,353.9146,112.8787,245.6362,327.0234,0.6835,90.4491,83.9666,243.0735,218.7814,0.9145,7.0662,239.8467,74.5199,189.8147,200.4465,364.7656,364.741,2016,12,22,7
2016-12-23 7:00,404.4,534.5797,35.714,361.797,326.474,12.9011,0.889,357.0083,313.1164,0.9297,43.8652,316.4862,23.8204,354.5929,112.4293,247.5665,326.6213,0.6834,90.4811,88.5135,237.497,221.4708,2.6085,8.1712,242.3616,77.9162,192.0303,200.8233,365.085,364.8192,2016,12,23,7
2016-12-24 7:00,408.6,535.6585,35.9545,362.4868,327.8328,12.8962,0.886,358.3542,313.0237,0.9263,40.5377,317.9494,21.0473,355.4659,112.5682,248.6341,324.9866,0.6834,87.3251,86.9402,234.0073,227.4449,0.0,8.194,243.7918,77.967,191.8814,200.5101,365.3937,365.23,2016,12,24,7
2016-12-25 7:00,407.0,534.8228,36.5727,362.9471,327.6815,12.8997,0.8908,358.5199,314.5303,0.9316,43.3143,318.9336,25.7424,355.7349,112.4119,247.9122,328.5872,0.6835,91.7997,89.5185,236.9229,220.7695,0.0,7.9979,242.6849,80.3657,191.9123,200.4955,365.3374,365.1525,2016,12,25,7
2016-12-26 7:00,406.8,532.9271,36.4809,363.5376,328.1263,12.8477,0.8926,358.8817,313.9139,0.9334,44.5475,317.9028,28.1211,356.0406,112.4989,248.4943,330.3812,0.6834,92.3681,90.0587,234.8914,221.1268,1.0382,7.9375,243.2354,80.9934,192.0597,200.4028,365.1926,364.9514,2016,12,26,7
2016-12-27 7:00,405.0,533.0131,38.1284,364.7914,328.5033,12.8452,0.8953,359.5115,313.3869,0.9355,42.267,314.8755,23.405,357.1504,112.7388,248.8789,331.4199,0.6835,91.7523,91.5996,240.7348,214.3422,0.0,8.2532,243.9728,80.8699,191.9685,200.1493,365.5524,365.4367,2016,12,27,7
